match_id,match_date,home,away,home_poss,away_poss,home_manager,home_gender,home_date,home_manager_city,home_style,home_tactics,away_manager,away_gender,away_date,away_manager_city,away_style,away_tactics,venue,attendance,city,referee,ar1,ar2,fourth,var,league,gender,season,referee_cert,ar1_cert,ar2_cert,fourth_cert,var_cert,home_city,away_city
0ee8e1f9,2023-12-02 16:15,Eldense,Tenerife,58.0,42.0,Fernando Estévez,Male,1963-02-22,"Jaén, Spain",Pragmático,4-4-2,Asier Garitano,Male,1970-02-20,"Bergara, Spain",Táctico,4-2-3-1,Estadio Municipal Nuevo Pepico Amat,3950.0,"Elda, Spain",Álvaro Moreno,Aitor Gorostegui,Sergi López,Holgueras Castellanos,Aitor Gorostegui,Segunda División,Male,2023-2024,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,AFC Master Referee Certification,CONMEBOL Advanced Referee Accreditation,"Elda, Spain","Tenerife, Spain"
0f03f625,2021-10-28 20:00,Granada,Getafe,75.0,25.0,Robert Moreno,Male,1977-09-19,"L'Hospitalet de Llobregat, Spain",Ofensivo,4-3-3,Quique Flores,Male,1965-02-23,"Madrid, Spain",Pragmático,4-2-3-1,Estadio Nuevo Los Cármenes,13651.0,"Granada, Spain",Adrián Cordero,Aitor Villate,Antonio Cerezo,Antonio Alberola Rojas,David Medié,La Liga,Male,2021-2022,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,AFC Master Referee Certification,UEFA Pro Referee License,"Granada, Spain","Getafe, Spain"
0f112739,2023-10-01 21:00,Atlético Madrid,Cádiz,69.0,31.0,Diego Simeone,Male,1970-04-28,"Buenos Aires, Argentina",Defensivo,4-4-2,Sergio Snow,Male,1975-03-10,"Oviedo, Spain",Pragmático,4-2-3-1,Estadio Cívitas Metropolitano,53421.0,"Madrid, Spain",Javier Villanueva,Jorge Bueno,Antonio Cerezo,Marta Huerta,Víctor García,La Liga,Male,2023-2024,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,"Madrid, Spain","Cádiz, Spain"
0f245275,2022-03-11 21:00,Zaragoza,Fuenlabrada,61.0,39.0,Juan Ignacio Martínez,Male,1964-02-17,"Cieza, Spain",Táctico,4-4-2,Sandoval Snow,Male,1968-04-16,"Humanes, Spain",Ofensivo,4-4-2,Estadio de la Romareda,16317.0,"Zaragoza, Spain",Eduardo Prieto,Francisco García,David Ortiz,Iván Pérez,Rafael Sánchez,Segunda División,Male,2021-2022,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,"Zaragoza, Spain","Fuenlabrada, Spain"
0f3dfeb2,2022-02-26 16:15,Getafe,Alavés,50.0,50.0,Quique Flores,Male,1965-02-23,"Madrid, Spain",Pragmático,4-2-3-1,Mendilibar Snow,Male,1961-01-14,"Zaldibar, Spain",Defensivo,4-4-2,Coliseum Alfonso Pérez,7720.0,"Getafe, Spain",Santiago Jaime,Jorge Bueno,Fernando Tresaco Escabosa,Daniel Pastoriza,Jesús Gil,La Liga,Male,2021-2022,UEFA Pro Referee License,UEFA Pro Referee License,AFC Master Referee Certification,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,"Getafe, Spain","Vitoria-Gasteiz, Spain"
0f403b62,2023-04-15 18:30,Zaragoza,Racing Sant,65.0,35.0,Fran Escribá,Male,1965-09-03,"Valencia, Spain",Defensivo,4-4-2,José Alberto López,Male,1983-08-17,"Oviedo, Spain",Pragmático,4-4-2,Estadio de la Romareda,21016.0,"Zaragoza, Spain",Mateo Busquets,Josep Bordoy,Víctor Jiménez,Carlos  Calderiña,Gorka Sagues,Segunda División,Male,2022-2023,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,"Zaragoza, Spain","Santander, Spain"
0f4fb26d,2022-03-20 14:00,Espanyol,Mallorca,44.0,56.0,Vicente Moreno,Male,1974-03-30,"Massanassa, Spain",Ofensivo,4-2-3-1,Luis García,Male,1973-02-10,"Zaragoza, Spain",Táctico,4-4-2,RCDE Stadium,17578.0,"Barcelona, Spain",Alejandro Muñíz,Marcos Cerdán Aguilar,Ignacio Alonso,Sergiu Claudiu Mureşan,Carlos del Cerro,La Liga,Male,2021-2022,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification,UEFA Pro Referee License,AFC Master Referee Certification,CONMEBOL Advanced Referee Accreditation,"Barcelona, Spain","Palma de Mallorca, Spain"
0f5f8874,2023-10-28 14:00,Eldense,Amorebieta,48.0,52.0,Fernando Estévez,Male,1963-02-22,"Jaén, Spain",Pragmático,4-4-2,Haritz Mújika,Male,1983-02-28,"Zarautz, Spain",Táctico,4-2-3-1,Estadio Municipal Nuevo Pepico Amat,3205.0,"Elda, Spain",Daniel Trujillo,Fernando Estela,Ricardo Landrove,David Cambronero,Alejandro Quintero,Segunda División,Male,2023-2024,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,"Elda, Spain","Amorebieta-Etxano, Spain"
0fa4cac0,2022-03-05 16:00,Huesca,Las Palmas,33.0,67.0,Xisco Snow,Male,1976-05-06,"Petra, Spain",Ofensivo,4-3-3,García Pimienta,Male,1974-08-01,"Barcelona, Spain",Desarrollo Juvenil,4-3-3,Estadio El Alcoraz,6084.0,"Huesca, Spain",Aitor Gorostegui,Javier Merino Sánchez,Eliana Fernández,David López Jiménez,Iñaki Bikandi,Segunda División,Male,2021-2022,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,"Huesca, Spain","Las Palmas de Gran Canaria, Spain"
0ff7801d,2023-02-17 21:00,Cartagena,Oviedo,59.0,41.0,Luis Carrión,Male,1978-07-26,"Barcelona, Spain",Pragmático,4-4-2,Álvaro Cervera,Male,1965-11-20,"Madrid, Spain",Defensivo,4-2-3-1,Estadio Municipal Cartagonova,6433.0,"Cartagena, Spain",Andrés Fuentes,Javier Garrido Concha,Alain Perea,Francisco  Fernández Vidal,Eduardo Prieto,Segunda División,Male,2022-2023,UEFA Pro Referee License,AFC Master Referee Certification,UEFA Pro Referee License,AFC Master Referee Certification,UEFA Pro Referee License,"Cartagena, Spain","Oviedo, Spain"
0ff86ef1,2023-11-26 14:00,Real Madrid,Sporting Huelva,71.0,29.0,Alberto Toril,Male,1973-03-27,"La Algaba, Spain",Desarrollo Juvenil,4-3-3,Sandra Castelló,Female,1981-10-01,"Madrid, Spain",Ofensivo,4-3-3,Estadio Alfredo Di Stéfano,,"Madrid, Spain",Elia María Martínez Martínez,,,Xiomara Díaz García,,Liga F,Female,2023-2024,AFC Master Referee Certification,,,CONMEBOL Advanced Referee Accreditation,,"Madrid, Spain","Huelva, Spain"
1019503c,2022-10-15 18:30,Mallorca,Sevilla,44.0,56.0,Javier Aguirre,Male,1958-12-01,"Mexico City, México",Pragmático,4-4-2,Jorge Sampaoli,Male,1960-03-13,"Casilda, Argentina",Ofensivo,4-3-3,Iberostar Estadi,15300.0,"Palma, Spain",Javier Villanueva,Jorge Bueno,Fernando Tresaco Escabosa,Guillermo Conejero Sánchez,David Medié,La Liga,Male,2022-2023,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,AFC Master Referee Certification,AFC Master Referee Certification,UEFA Pro Referee License,"Palma de Mallorca, Spain","Sevilla, Spain"
102335b0,2021-08-21 22:00,Athletic Club,Barcelona,33.0,67.0,Marcelino Snow,Male,1965-08-14,"Villaviciosa, Spain",Ofensivo,4-4-2,Ronald Koeman,Male,1963-03-21,"Zaandam, Países Bajos",Táctico,4-2-3-1,San Mamés,9394.0,"Bilbao, Spain",Juan Martínez,Diego Barbero,Miguel Martínez,Iván Pérez,Ignacio Iglesias,La Liga,Male,2021-2022,UEFA Pro Referee License,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,"Bilbao, Spain","Barcelona, Spain"
1028f55e,2023-01-15 14:00,Eibar,Málaga,54.0,46.0,Gaizka Garitano,Male,1975-07-09,"Bergara, Spain",Defensivo,4-2-3-1,Pepe Mel,Male,1963-02-28,"Madrid, Spain",Defensivo,4-4-2,Estadio Municipal de Ipurúa,5196.0,"Eibar, Spain",Adrián Cordero,Gonzalo López,Adrián Díaz,Sergio Usón,Eduardo Prieto,Segunda División,Male,2022-2023,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,"Eibar, Spain","Málaga, Spain"
1058f554,2023-12-03 16:15,Alcorcón,Elche,42.0,58.0,Fran Fernández,Male,1981-03-03,"Salamanca, Spain",Defensivo,4-4-2,Sebastián Becaccece,Male,1981-01-01,"Rosario, Argentina",Táctico,4-3-3,Estadio Santo Domingo,3545.0,"Alcorcón, Spain",Oliver De La Fuente,Daniel Pescador,Samuel García,Antonio Sánchez,Gorka Sagues,Segunda División,Male,2023-2024,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,"Alcorcón, Spain","Elche, Spain"
10736d32,2023-04-29 18:30,Real Madrid,Almería,68.0,32.0,Carlo Ancelotti,Male,1959-06-10,"Reggiolo, Italia",Táctico,4-4-2,Rubí Snow,Male,1970-08-05,"Vilasar de Mar, Spain",Táctico,4-2-3-1,Estadio Santiago Bernabéu,58036.0,"Madrid, Spain",Guillermo Cuadra,Aitor Villate,Julián Villaseñor,Víctor Pérez,David Medié,La Liga,Male,2022-2023,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License,"Madrid, Spain","Almería, Spain"
10ad43d5,2022-03-13 14:00,Rayo Vallecano,Sevilla,44.0,56.0,Andoni Iraola,Male,1982-06-22,"Getxo, Spain",Ofensivo,4-3-3,Lopetegui Snow,Male,1966-08-28,"Asteasu, Spain",Táctico,4-3-3,Estadio del Rayo Vallecano,9073.0,"Madrid, Spain",Juan Martínez,Ángel Nevado,Miguel Martínez,Alexandre Alemán,Jesús Gil,La Liga,Male,2021-2022,UEFA Pro Referee License,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,"Madrid, Spain","Sevilla, Spain"
10b27265,2023-01-08 14:00,Almería,Real Sociedad,44.0,56.0,Rubí Snow,Male,1970-08-05,"Vilasar de Mar, Spain",Táctico,4-2-3-1,Imanol Alguacil,Male,1971-04-22,"Orio, Spain",Ofensivo,4-3-3,Power Horse Stadium,12020.0,"Almería, Spain",Alberola Rojas,Teodoro Sobrino,Iván Hernández,Víctor Pérez,Santiago Jaime,La Liga,Male,2022-2023,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,"Almería, Spain","San Sebastián, Spain"
10bdbdae,2021-08-28 19:30,Real Sociedad,Levante,51.0,49.0,Imanol Alguacil,Male,1971-04-22,"Orio, Spain",Ofensivo,4-3-3,Paco López,Male,1967-06-01,"Silla, Spain",Ofensivo,4-3-3,Estadio Municipal de Anoeta,7758.0,"San Sebastián, Spain",José Luis Munuera,Iñigo Prieto,Antonio Martínez,Carlos Fernández Buergo,David Medié,La Liga,Male,2021-2022,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification,UEFA Pro Referee License,"San Sebastián, Spain","Valencia, Spain"
10e72dbf,2022-05-29 20:00,Oviedo,Ibiza,42.0,58.0,Cuco Ziganda,Male,1966-10-01,"Larraintzar, Spain",Defensivo,4-4-2,Paco Snow,Male,1976-05-02,"Alicante, Spain",Pragmático,4-4-2,Estadio Carlos Tartiere,21729.0,"Oviedo, Spain",Gorka Sagues,Manuel López,Asier Pérez de Mendiola,Daniel Palencia,Javier Villanueva,Segunda División,Male,2021-2022,UEFA Pro Referee License,UEFA Pro Referee License,AFC Master Referee Certification,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,"Oviedo, Spain","Ibiza, Spain"
1110a281,2022-03-13 16:00,Sporting Gijón,Tenerife,52.0,48.0,José Luis Martí,Male,1964-03-17,"Barcelona, Spain",Táctico,4-3-3,Ramis Snow,Male,1970-07-09,"Maó, Spain",Defensivo,4-4-2,Estadio Municipal El Molinón,14002.0,"Gijón, Spain",Luis Milla,Roberto Tejero,Iván Ríos,Germán Cid Camacho,Iñaki Bikandi,Segunda División,Male,2021-2022,UEFA Pro Referee License,UEFA Pro Referee License,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,"Gijón, Spain","Tenerife, Spain"
11176e0f,2023-10-28 21:00,Cádiz,Sevilla,34.0,66.0,Sergio Snow,Male,1975-03-10,"Oviedo, Spain",Pragmático,4-2-3-1,Diego Alonso,Male,1974-07-16,"Montevideo, Uruguay",Ofensivo,4-3-3,Estadio Nuevo Mirandilla,18886.0,"Jerez de la Frontera, Spain",César Soto,Pau Cebrián,Carlos Álvarez,Alberto Fuente Martín,Carlos del Cerro,La Liga,Male,2023-2024,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,AFC Master Referee Certification,CONMEBOL Advanced Referee Accreditation,"Cádiz, Spain","Sevilla, Spain"
113379f9,2022-05-01 18:30,Rayo Vallecano,Real Sociedad,45.0,55.0,Andoni Iraola,Male,1982-06-22,"Getxo, Spain",Ofensivo,4-3-3,Imanol Alguacil,Male,1971-04-22,"Orio, Spain",Ofensivo,4-3-3,Estadio del Rayo Vallecano,9395.0,"Madrid, Spain",Alejandro Muñíz,Marcos Cerdán Aguilar,Ignacio Alonso,Jorge Tárraga Lajara,Xavi Estrada,La Liga,Male,2021-2022,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification,UEFA Pro Referee License,AFC Master Referee Certification,UEFA Pro Referee License,"Madrid, Spain","San Sebastián, Spain"
1142231f,2022-12-11 21:00,Racing Sant,CD Mirandés,54.0,46.0,Guillermo Fernández,Male,1982-07-10,"Madrid, Spain",Pragmático,4-4-2,Joseba Etxeberria,Male,1977-09-05,"Elgoibar, Spain",Ofensivo,4-3-3,Campos de Sport de El Sardinero,7682.0,"Santander, Spain",Daniel Trujillo,Ricardo Landrove,David Fernández,Alberto Gómez Lameiro,Jon González,Segunda División,Male,2022-2023,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification,UEFA Pro Referee License,"Santander, Spain","Miranda de Ebro, Spain"
115d674b,2021-08-13 20:00,Huesca,Eibar,54.0,46.0,Ignacio Ambríz,Male,1965-02-11,"México City, México",Ofensivo,4-3-3,Gaizka Garitano,Male,1975-07-09,"Bergara, Spain",Defensivo,4-2-3-1,Estadio El Alcoraz,2944.0,"Huesca, Spain",José López,Abraham Pérez,Javier García Lorenzo,David Recio,David Pérez,Segunda División,Male,2021-2022,UEFA Pro Referee License,UEFA Pro Referee License,AFC Master Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License,"Huesca, Spain","Eibar, Spain"
11738976,2023-05-27 16:15,FC Andorra,Villarreal B,68.0,32.0,Eder Sarabia,Male,1980-11-23,"Barcelona, Spain",Táctico,4-2-3-1,Miguel Álvarez,Male,1964-11-15,"Castro Urdiales, Spain",Desarrollo Juvenil,4-3-3,Estadi Comunal d'Andorra la Vella,1731.0,"Andorra la Vella, Andorra",Alejandro Quintero,Víctor Jara Cordobés,José García,Fulgencio Madrid Martínez,Raúl González,Segunda División,Male,2022-2023,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification,UEFA Pro Referee License,AFC Master Referee Certification,UEFA Pro Referee License,"Andorra la Vella, Andorra","Villarreal, Spain"
1183b290,2022-10-02 12:00,Levante Planas,Alhama,55.0,45.0,Thomas Fontaine,Male,1984-10-07,"Sèvres, Francia",Defensivo,4-2-3-1,Yehuda Huta,Male,1967-09-19,"Bnei Brak, Israel",Pragmático,4-2-3-1,Camp Municipal Les Planes,,"Barcelona, Spain",Alicia Espinosa Ríos,Alex Teixeira,María Del Pilar Delgado Guisado,Alba Félix Egea,,Liga F,Female,2022-2023,AFC Master Referee Certification,UEFA Pro Referee License,,CONMEBOL Advanced Referee Accreditation,,"Valencia, Spain","Alhama de Murcia, Spain"
11953e99,2023-05-28 19:00,Athletic Club,Elche,64.0,36.0,Ernesto Valverde,Male,1964-02-09,"Viandar de la Vera, Spain",Táctico,4-3-3,Sebastián Becaccece,Male,1981-01-01,"Rosario, Argentina",Táctico,4-3-3,San Mamés,37807.0,"Bilbao, Spain",Valentín Pizarro,Fernando Tresaco Escabosa,Álvaro Granel,Pedro Muñoz,Mario Melero,La Liga,Male,2022-2023,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,"Bilbao, Spain","Elche, Spain"
11efb749,2023-03-12 21:00,Athletic Club,Barcelona,38.0,62.0,Ernesto Valverde,Male,1964-02-09,"Viandar de la Vera, Spain",Táctico,4-3-3,Xavi Snow,Male,1980-01-25,"Terrassa, Spain",Desarrollo Juvenil,4-3-3,San Mamés,49741.0,"Bilbao, Spain",Jesús Gil,Ángel Nevado,Javier Martínez,Francisco García Riesgo,José González,La Liga,Male,2022-2023,FIFA Elite Referee Certification,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification,UEFA Pro Referee License,"Bilbao, Spain","Barcelona, Spain"
1202e0a2,2023-10-14 18:30,Sporting Gijón,Zaragoza,60.0,40.0,Miguel Ángel Ramírez,Male,1984-07-10,"Las Palmas de Gran Canaria, Spain",Ofensivo,4-3-3,Fran Escribá,Male,1965-09-03,"Valencia, Spain",Defensivo,4-4-2,Estadio Municipal El Molinón,20698.0,"Gijón, Spain",Rafael Sánchez,Jesús Mira,José Hernández,Aimar Velasco,Aitor Gorostegui,Segunda División,Male,2023-2024,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,"Gijón, Spain","Zaragoza, Spain"
12218942,2021-10-16 20:30,Málaga,Zaragoza,48.0,52.0,José Alberto López,Male,1983-08-17,"Oviedo, Spain",Pragmático,4-4-2,Juan Ignacio Martínez,Male,1964-02-17,"Cieza, Spain",Táctico,4-4-2,Estadio La Rosaleda,15901.0,"Málaga, Spain",Jon González,David Pérez,Aitor Moleón,Víctor Pérez,David Pérez,Segunda División,Male,2021-2022,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,"Málaga, Spain","Zaragoza, Spain"
122b481a,2022-08-22 22:00,Málaga,Las Palmas,47.0,53.0,Pablo Guede,Male,1974-11-02,"Buenos Aires, Argentina",Ofensivo,4-2-3-1,García Pimienta,Male,1974-08-01,"Barcelona, Spain",Desarrollo Juvenil,4-3-3,Estadio La Rosaleda,21807.0,"Málaga, Spain",Francisco Hernández,Judit Romano,Álvaro González Narváez,Daniel Palencia,Daniel Ocón,Segunda División,Male,2022-2023,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,AFC Master Referee Certification,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,"Málaga, Spain","Las Palmas de Gran Canaria, Spain"
123fda80,2022-05-09 21:00,Girona,Tenerife,68.0,32.0,Michel Snow,Male,1963-03-23,"Madrid, Spain",Ofensivo,4-3-3,Ramis Snow,Male,1970-07-09,"Maó, Spain",Defensivo,4-4-2,Estadi Municipal de Montilivi,6587.0,"Girona, Spain",Jon González,David Pérez,Aitor Moleón,Francisco  Fernández Vidal,Daniel Ocón,Segunda División,Male,2021-2022,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,AFC Master Referee Certification,UEFA Pro Referee License,"Girona, Spain","Tenerife, Spain"
1253bef2,2022-08-22 22:00,Girona,Getafe,66.0,34.0,Michel Snow,Male,1963-03-23,"Madrid, Spain",Ofensivo,4-3-3,Quique Flores,Male,1965-02-23,"Madrid, Spain",Pragmático,4-2-3-1,Estadi Municipal de Montilivi,10460.0,"Girona, Spain",Alejandro Muñíz,Ignacio Alonso,Fabián Blanco,Alonso De Ena Wolf,Guillermo Cuadra,La Liga,Male,2022-2023,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,"Girona, Spain","Getafe, Spain"
1267003b,2023-01-14 16:00,Atlético Madrid,Villarreal,56.0,44.0,Róbert Jež,Male,1975-01-17,"Banská Bystrica, Eslovaquia",Táctico,4-2-3-1,Sara Monforte,Female,1983-05-21,"Valencia, Spain",Táctico,4-3-3,Estadio Wanda Atlético de Madrid Alcalá ...,,"Madrid, Spain",André Dias,Daniel Arreola,Marta Villanueva Benavente,Edgar Malakyan,,Liga F,Female,2022-2023,UEFA Pro Referee License,UEFA Pro Referee License,AFC Master Referee Certification,UEFA Pro Referee License,,"Madrid, Spain","Villarreal, Spain"
126d453f,2023-10-02 21:00,Espanyol,Racing Ferrol,58.0,42.0,Luis García,Male,1973-02-10,"Zaragoza, Spain",Táctico,4-4-2,Cristóbal Parralo,Male,1972-04-17,"Madrid, Spain",Defensivo,4-4-2,Stage Front Stadium,16577.0,"Cornellá de Llobregat, Spain",Alejandro Quintero,Manuel Sarmiento,Miguel Ortuño,Sergio Usón,Gorka Sagues,Segunda División,Male,2023-2024,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,"Barcelona, Spain","Ferrol, Spain"
1275b919,2023-09-16 18:30,Valladolid,Cartagena,57.0,43.0,Paulo Pezzolano,Male,1982-11-26,"Montevideo, Uruguay",Ofensivo,4-2-3-1,Víctor Sánchez,Male,1977-02-08,"Valencia, Spain",Ofensivo,4-2-3-1,Estadio Municipal José Zorrilla,16138.0,"Valladolid, Spain",Raúl González,Christian Valverde,Álvaro Carreño,Gonzalo González,Aitor Gorostegui,Segunda División,Male,2023-2024,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,"Valladolid, Spain","Cartagena, Spain"
12967dc8,2022-04-30 16:15,Real Madrid,Espanyol,58.0,42.0,Carlo Ancelotti,Male,1959-06-10,"Reggiolo, Italia",Táctico,4-4-2,Vicente Moreno,Male,1974-03-30,"Massanassa, Spain",Ofensivo,4-2-3-1,Estadio Santiago Bernabéu,58686.0,"Madrid, Spain",José Luis Munuera,Iñigo Prieto,Antonio Martínez,Francisco Sáez Vital,Alejandro Hernández,La Liga,Male,2021-2022,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification,CONMEBOL Advanced Referee Accreditation,"Madrid, Spain","Barcelona, Spain"
12a21916,2023-10-29 18:30,Oviedo,Alcorcón,50.0,50.0,Luis Carrión,Male,1978-07-26,"Barcelona, Spain",Pragmático,4-4-2,Fran Fernández,Male,1981-03-03,"Salamanca, Spain",Defensivo,4-4-2,Estadio Carlos Tartiere,15225.0,"Oviedo, Spain",Iván Caparrós,Javier García Lorenzo,Christian García,Sergio Escriche,Jon González,Segunda División,Male,2023-2024,UEFA Pro Referee License,AFC Master Referee Certification,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,"Oviedo, Spain","Alcorcón, Spain"
12aadf1f,2024-02-17 18:30,Sporting Gijón,Valladolid,49.0,51.0,Miguel Ángel Ramírez,Male,1984-07-10,"Las Palmas de Gran Canaria, Spain",Ofensivo,4-3-3,Paulo Pezzolano,Male,1982-11-26,"Montevideo, Uruguay",Ofensivo,4-2-3-1,Estadio Municipal El Molinón,21130.0,"Gijón, Spain",Iosu Galech,Marcos Barroso Galán,Álvaro González Narváez,Daniel Palencia,Daniel Trujillo,Segunda División,Male,2023-2024,UEFA Pro Referee License,AFC Master Referee Certification,AFC Master Referee Certification,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,"Gijón, Spain","Valladolid, Spain"
12c08d0f,2023-02-19 18:30,Burgos,Albacete,52.0,48.0,Julián Calero,Male,1971-01-16,"Madrid, Spain",Defensivo,4-2-3-1,Rubén Albés,Male,1985-08-07,"Girona, Spain",Táctico,4-3-3,Estadio Municipal de El Plantío,10832.0,"Burgos, Spain",José López,Abraham Pérez,David Ortiz,Armando Ramo Andrés,Saúl Ais,Segunda División,Male,2022-2023,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,"Burgos, Spain","Albacete, Spain"
12e36761,2022-09-12 21:00,Almería,Osasuna,61.0,39.0,Rubí Snow,Male,1970-08-05,"Vilasar de Mar, Spain",Táctico,4-2-3-1,Jagoba Arrasate,Male,1978-03-12,"Berriatua, Spain",Ofensivo,4-3-3,Power Horse Stadium,12397.0,"Almería, Spain",Javier Villanueva,Jorge Bueno,Antonio Cerezo,Daniel Pastoriza,David Medié,La Liga,Male,2022-2023,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,"Almería, Spain","Pamplona, Spain"
12f1bd76,2023-11-29 21:00,Mallorca,Cádiz,67.0,33.0,Javier Aguirre,Male,1958-12-01,"Mexico City, México",Pragmático,4-4-2,Sergio Snow,Male,1975-03-10,"Oviedo, Spain",Pragmático,4-2-3-1,Estadi Mallorca Son Moix,13821.0,"Palma, Spain",Javier Villanueva,Jorge Bueno,Antonio Cerezo,Pedro Muñoz,Alberola Rojas,La Liga,Male,2023-2024,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,"Palma de Mallorca, Spain","Cádiz, Spain"
12f606ea,2024-01-22 20:30,Leganés,Burgos,40.0,60.0,Borja Jiménez,Male,1979-04-19,"Santo Domingo de la Calzada, Spain",Ofensivo,4-3-3,Bolo Snow,Male,1970-10-28,"Oviedo, Spain",Pragmático,4-2-3-1,Estadio Municipal de Butarque,8297.0,"Leganés, Spain",Iosu Galech,Marcos Barroso Galán,Álvaro González Narváez,Luis Bestard Servera,Daniel Trujillo,Segunda División,Male,2023-2024,UEFA Pro Referee License,AFC Master Referee Certification,AFC Master Referee Certification,AFC Master Referee Certification,CONMEBOL Advanced Referee Accreditation,"Leganés, Spain","Burgos, Spain"
133dffca,2023-11-04 18:30,Celta Vigo,Sevilla,39.0,61.0,Rafael Benítez,Male,1960-04-16,"Madrid, Spain",Defensivo,4-2-3-1,Diego Alonso,Male,1974-07-16,"Montevideo, Uruguay",Ofensivo,4-3-3,Estadio de Balaídos,19023.0,"Vigo, Spain",Alejandro Hernández,José Naranjo,Eliana Fernández,Holgueras Castellanos,Eduardo Prieto,La Liga,Male,2023-2024,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification,UEFA Pro Referee License,"Vigo, Spain","Sevilla, Spain"
