id,cost,exclusive,PlacementDate,placement_type,type_description,ads,building,programme,post
292,166500,2019-09-30 03:29:06,0,Affiliate Marketing,Earning a commission for promoting another company's products or services.,4294,Real Betis - GoalLine Gear,CulturalChronicle FM - Evening Echoes,20105
292,166500,2019-09-30 03:29:06,0,Affiliate Marketing,Earning a commission for promoting another company's products or services.,2469,Leganés - Striker's Style Outlet,,20770
292,166500,2019-09-30 03:29:06,0,Affiliate Marketing,Earning a commission for promoting another company's products or services.,5144,,,
292,166500,2019-09-30 03:29:06,0,Affiliate Marketing,Earning a commission for promoting another company's products or services.,1504,Rayo Vallecano - Striker's Style Outlet,,
292,166500,2019-09-30 03:29:06,0,Affiliate Marketing,Earning a commission for promoting another company's products or services.,2620,,EquestrianRide TV - Global News Roundup,
292,166500,2019-09-30 03:29:06,0,Affiliate Marketing,Earning a commission for promoting another company's products or services.,3067,,,
292,166500,2019-09-30 03:29:06,0,Affiliate Marketing,Earning a commission for promoting another company's products or services.,7264,,,14230
292,166500,2019-09-30 03:29:06,0,Affiliate Marketing,Earning a commission for promoting another company's products or services.,1490,Eldense - PitchPerfect Provisions,EducationUpdate Radio - Latin Lounge,20224
292,166500,2019-09-30 03:29:06,0,Affiliate Marketing,Earning a commission for promoting another company's products or services.,7962,,UltraRunning TV - Sports Express,
292,166500,2019-09-30 03:29:06,0,Affiliate Marketing,Earning a commission for promoting another company's products or services.,5440,,,12427
292,166500,2019-09-30 03:29:06,0,Affiliate Marketing,Earning a commission for promoting another company's products or services.,5858,,PoliticsTalk FM - Midnight Mood,16295
292,166500,2019-09-30 03:29:06,0,Affiliate Marketing,Earning a commission for promoting another company's products or services.,10335,,,18363
293,185500,2021-04-27 21:51:39,0,Product Placement,"Integrating a product or brand within content like movies, TV shows, or video games.",7495,,,
293,185500,2021-04-27 21:51:39,0,Product Placement,"Integrating a product or brand within content like movies, TV shows, or video games.",2027,Albacete - Referee's Choice Sports,Andalusia Beats Radio - Rockin' Rhythms,
293,185500,2021-04-27 21:51:39,0,Product Placement,"Integrating a product or brand within content like movies, TV shows, or video games.",4204,Cádiz - TurfTrends Emporium,Melilla Beats - Classic Countdown,17016
293,185500,2021-04-27 21:51:39,0,Product Placement,"Integrating a product or brand within content like movies, TV shows, or video games.",7776,,,12599
294,39000,2019-09-12 21:14:15,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,6213,,HealthWatch TV - Investigative Report,14790
294,39000,2019-09-12 21:14:15,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,5978,Girona - SoccerSphere,CiclismoTV - Feature Report,
294,39000,2019-09-12 21:14:15,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,5746,Alavés - PitchSide Pro Shop,TeleEspaña - World News Tonight,
294,39000,2019-09-12 21:14:15,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,4600,Real Sociedad - TurfTrends Emporium,PoliticsTalk TV - Weekend Magazine,15845
294,39000,2019-09-12 21:14:15,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,6230,Valencia - SoccerSphere,,17602
294,39000,2019-09-12 21:14:15,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,1263,Alhama - Referee's Choice Sports,,
294,39000,2019-09-12 21:14:15,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,8762,,EscaladaExtreme TV - Investigative Report,13853
294,39000,2019-09-12 21:14:15,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,8990,,Sevilla Sonora - Happy Hour Hits,19182
294,39000,2019-09-12 21:14:15,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,1493,,,20317
294,39000,2019-09-12 21:14:15,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,1419,Ibiza - CornerKick Collections,Valencia TV pure - Sports Express,21812
294,39000,2019-09-12 21:14:15,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,2642,Tenerife - TurfTrends Emporium,SportsNews FM - Classic Countdown,20613
294,39000,2019-09-12 21:14:15,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,9740,,GlobalUpdate Radio - Classic Countdown,14053
294,39000,2019-09-12 21:14:15,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,2237,,LocalPress TV - Magazine Live,21694
294,39000,2019-09-12 21:14:15,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,2209,,PaddleSports TV - Health Magazine,
294,39000,2019-09-12 21:14:15,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,1226,,,14011
294,39000,2019-09-12 21:14:15,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,2680,Amorebieta - SoccerSphere,,20985
294,39000,2019-09-12 21:14:15,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,5569,,WeatherUpdate Radio - Twilight Tunes,21812
295,197500,2019-05-30 04:26:02,1,Podcast Ads,"Advertisements embedded within podcast episodes, often read by the host.",10911,,HeadlineNews Radio - Midday Mix,17356
295,197500,2019-05-30 04:26:02,1,Podcast Ads,"Advertisements embedded within podcast episodes, often read by the host.",7750,,Costa Vision - Evening Edition,22341
295,197500,2019-05-30 04:26:02,1,Podcast Ads,"Advertisements embedded within podcast episodes, often read by the host.",3900,Sporting Huelva - PitchPerfect Provisions,CrimeAlert TV - Sports Highlights,15454
295,197500,2019-05-30 04:26:02,1,Podcast Ads,"Advertisements embedded within podcast episodes, often read by the host.",10817,Eibar - NetBound Sports,,
295,197500,2019-05-30 04:26:02,1,Podcast Ads,"Advertisements embedded within podcast episodes, often read by the host.",3595,Osasuna - NetBound Sports,,16093
295,197500,2019-05-30 04:26:02,1,Podcast Ads,"Advertisements embedded within podcast episodes, often read by the host.",7367,,,
295,197500,2019-05-30 04:26:02,1,Podcast Ads,"Advertisements embedded within podcast episodes, often read by the host.",9785,Levante Planas - Referee's Choice Sports,,
295,197500,2019-05-30 04:26:02,1,Podcast Ads,"Advertisements embedded within podcast episodes, often read by the host.",2259,,,13805
295,197500,2019-05-30 04:26:02,1,Podcast Ads,"Advertisements embedded within podcast episodes, often read by the host.",2232,Real Betis - Striker's Style Outlet,,21171
295,197500,2019-05-30 04:26:02,1,Podcast Ads,"Advertisements embedded within podcast episodes, often read by the host.",8470,Leganés - CornerKick Collections,,13589
295,197500,2019-05-30 04:26:02,1,Podcast Ads,"Advertisements embedded within podcast episodes, often read by the host.",3828,Sporting Huelva - Referee's Choice Sports,Andalucía Waves - Midday Mix,20856
295,197500,2019-05-30 04:26:02,1,Podcast Ads,"Advertisements embedded within podcast episodes, often read by the host.",10479,Albacete - KickOff Kits,CulturalChronicle TV - Current Affairs,
295,197500,2019-05-30 04:26:02,1,Podcast Ads,"Advertisements embedded within podcast episodes, often read by the host.",10408,Levante - Referee's Choice Sports,HealthWatch TV - News Today,19740
295,197500,2019-05-30 04:26:02,1,Podcast Ads,"Advertisements embedded within podcast episodes, often read by the host.",4234,,,
295,197500,2019-05-30 04:26:02,1,Podcast Ads,"Advertisements embedded within podcast episodes, often read by the host.",2276,Elche - CornerKick Collections,,14937
295,197500,2019-05-30 04:26:02,1,Podcast Ads,"Advertisements embedded within podcast episodes, often read by the host.",9110,,Melilla Vision - News Today,17076
295,197500,2019-05-30 04:26:02,1,Podcast Ads,"Advertisements embedded within podcast episodes, often read by the host.",8089,,,
295,197500,2019-05-30 04:26:02,1,Podcast Ads,"Advertisements embedded within podcast episodes, often read by the host.",4030,,,
295,197500,2019-05-30 04:26:02,1,Podcast Ads,"Advertisements embedded within podcast episodes, often read by the host.",6932,Atlético Madrid - KickOff Kits,Euskadi Beats - Sunday Soothing,12531
295,197500,2019-05-30 04:26:02,1,Podcast Ads,"Advertisements embedded within podcast episodes, often read by the host.",5860,,,18639
296,304500,2023-10-19 20:28:53,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,9179,,,16697
296,304500,2023-10-19 20:28:53,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,6460,Cartagena - NetBound Sports,,19331
296,304500,2023-10-19 20:28:53,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,8387,Barcelona - Striker's Style Outlet,Rioja Radio - Weekend Vibes,
296,304500,2023-10-19 20:28:53,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,2105,Sporting Huelva - CornerKick Collections,SportsVision - Investigative Report,
296,304500,2023-10-19 20:28:53,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,2541,Oviedo - NetBound Sports,EscaladaExtreme TV - News Today,20859
296,304500,2023-10-19 20:28:53,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,8930,Espanyol - PitchPerfect Provisions,Melilla Vision - Magazine Live,
296,304500,2023-10-19 20:28:53,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,2760,Rayo Vallecano - Referee's Choice Sports,Rioja Radio - Country Crossroads,
297,363000,2020-11-15 03:15:20,0,Email Newsletter Sponsorship,Paid sponsorship of newsletters sent via email to a targeted audience.,7663,,,18903
297,363000,2020-11-15 03:15:20,0,Email Newsletter Sponsorship,Paid sponsorship of newsletters sent via email to a targeted audience.,6367,,CulturalChronicle FM - Rockin' Rhythms,17391
297,363000,2020-11-15 03:15:20,0,Email Newsletter Sponsorship,Paid sponsorship of newsletters sent via email to a targeted audience.,3530,Las Palmas - PitchSide Pro Shop,DeporteFM - Funky Fusion,
297,363000,2020-11-15 03:15:20,0,Email Newsletter Sponsorship,Paid sponsorship of newsletters sent via email to a targeted audience.,8370,Albacete - KickOff Kits,Costa Vision - World News Tonight,14008
297,363000,2020-11-15 03:15:20,0,Email Newsletter Sponsorship,Paid sponsorship of newsletters sent via email to a targeted audience.,6001,,FútbolRadio - Smooth Sounds,20902
297,363000,2020-11-15 03:15:20,0,Email Newsletter Sponsorship,Paid sponsorship of newsletters sent via email to a targeted audience.,2973,,Mallorca Vision - Sports Insight,14493
297,363000,2020-11-15 03:15:20,0,Email Newsletter Sponsorship,Paid sponsorship of newsletters sent via email to a targeted audience.,10646,,Mallorca Vision - News Today,16744
297,363000,2020-11-15 03:15:20,0,Email Newsletter Sponsorship,Paid sponsorship of newsletters sent via email to a targeted audience.,2005,Racing Ferrol - PitchSide Pro Shop,,14914
298,418000,2020-02-18 13:14:21,1,Event Sponsorship,Supporting and promoting events in exchange for visibility and branding opportunities.,8689,,,18604
298,418000,2020-02-18 13:14:21,1,Event Sponsorship,Supporting and promoting events in exchange for visibility and branding opportunities.,4768,,,16449
298,418000,2020-02-18 13:14:21,1,Event Sponsorship,Supporting and promoting events in exchange for visibility and branding opportunities.,5167,,WeatherUpdate TV - Magazine Live,12515
298,418000,2020-02-18 13:14:21,1,Event Sponsorship,Supporting and promoting events in exchange for visibility and branding opportunities.,2068,,,14611
298,418000,2020-02-18 13:14:21,1,Event Sponsorship,Supporting and promoting events in exchange for visibility and branding opportunities.,3049,Amorebieta - PitchSide Pro Shop,,12695
298,418000,2020-02-18 13:14:21,1,Event Sponsorship,Supporting and promoting events in exchange for visibility and branding opportunities.,4781,,PaddleSports TV - Investigative Report,15428
298,418000,2020-02-18 13:14:21,1,Event Sponsorship,Supporting and promoting events in exchange for visibility and branding opportunities.,4561,,Andalusia News - Travel Magazine,20249
298,418000,2020-02-18 13:14:21,1,Event Sponsorship,Supporting and promoting events in exchange for visibility and branding opportunities.,8134,Girona - GoalLine Gear,,
299,390000,2022-07-22 12:39:03,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,7616,Villarreal B - TurfTrends Emporium,,16108
299,390000,2022-07-22 12:39:03,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,4740,Almería - Referee's Choice Sports,,18866
299,390000,2022-07-22 12:39:03,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,1708,,,21313
299,390000,2022-07-22 12:39:03,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,4652,Madrid CFF - KickOff Kits,,18105
299,390000,2022-07-22 12:39:03,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,10802,Oviedo - TurfTrends Emporium,,20348
299,390000,2022-07-22 12:39:03,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,1457,,,12936
299,390000,2022-07-22 12:39:03,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,7132,Sevilla - NetBound Sports,LocalPress TV - World News Tonight,18663
299,390000,2022-07-22 12:39:03,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,10419,,Andalucía Waves - Weekend Vibes,
299,390000,2022-07-22 12:39:03,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,1812,Espanyol - KickOff Kits,Costa Vision - News Today,
300,438000,2018-10-22 23:00:44,0,Interstitial Ads,"Full-screen ads displayed between content transitions, commonly in mobile apps.",10574,Levante - CornerKick Collections,,
300,438000,2018-10-22 23:00:44,0,Interstitial Ads,"Full-screen ads displayed between content transitions, commonly in mobile apps.",3611,,Iberia News Channel - Sports Spectacle,21863
300,438000,2018-10-22 23:00:44,0,Interstitial Ads,"Full-screen ads displayed between content transitions, commonly in mobile apps.",3735,Levante - Striker's Style Outlet,ActualidadTV - Political Digest,22080
300,438000,2018-10-22 23:00:44,0,Interstitial Ads,"Full-screen ads displayed between content transitions, commonly in mobile apps.",2421,Valladolid - TurfTrends Emporium,,19378
300,438000,2018-10-22 23:00:44,0,Interstitial Ads,"Full-screen ads displayed between content transitions, commonly in mobile apps.",9666,Sporting Gijón - Referee's Choice Sports,,
300,438000,2018-10-22 23:00:44,0,Interstitial Ads,"Full-screen ads displayed between content transitions, commonly in mobile apps.",7306,,,
300,438000,2018-10-22 23:00:44,0,Interstitial Ads,"Full-screen ads displayed between content transitions, commonly in mobile apps.",10639,,UltraRunning TV - Sports Spectacle,14258
300,438000,2018-10-22 23:00:44,0,Interstitial Ads,"Full-screen ads displayed between content transitions, commonly in mobile apps.",1486,Real Sociedad B - PitchSide Pro Shop,Murcia Vision - Feature Report,12369
301,195500,2024-07-27 09:11:57,0,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",8422,Sevilla - Striker's Style Outlet,,
301,195500,2024-07-27 09:11:57,0,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",6059,,Catalunya Beats Radio - Classic Countdown,
301,195500,2024-07-27 09:11:57,0,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",9798,Las Palmas - GoalLine Gear,EnvironmentFocus TV - Late Night Sports,18737
301,195500,2024-07-27 09:11:57,0,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",7926,,EconomyInsights Radio - Smooth Sounds,17926
301,195500,2024-07-27 09:11:57,0,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",1814,,,17384
301,195500,2024-07-27 09:11:57,0,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",3028,,GlobalUpdate TV - Current Affairs,
301,195500,2024-07-27 09:11:57,0,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",8415,,Galicia TV Pure - Sports Highlights,14772
301,195500,2024-07-27 09:11:57,0,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",5562,Alavés - PitchSide Pro Shop,BoxingArena Radio - Classic Countdown,16542
301,195500,2024-07-27 09:11:57,0,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",1600,,,
301,195500,2024-07-27 09:11:57,0,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",9603,,EconomyInsights TV - Magazine Showcase,
301,195500,2024-07-27 09:11:57,0,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",10685,,,21087
301,195500,2024-07-27 09:11:57,0,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",4546,Madrid CFF - Striker's Style Outlet,,19295
302,434500,2024-10-08 14:14:26,1,Content Marketing,"Creating and distributing valuable, relevant content to engage a target audience.",6834,,,
302,434500,2024-10-08 14:14:26,1,Content Marketing,"Creating and distributing valuable, relevant content to engage a target audience.",8829,,EnvironmentFocus FM - Smooth Sounds,19013
302,434500,2024-10-08 14:14:26,1,Content Marketing,"Creating and distributing valuable, relevant content to engage a target audience.",7818,,,22247
302,434500,2024-10-08 14:14:26,1,Content Marketing,"Creating and distributing valuable, relevant content to engage a target audience.",2606,Espanyol - CornerKick Collections,,
302,434500,2024-10-08 14:14:26,1,Content Marketing,"Creating and distributing valuable, relevant content to engage a target audience.",1593,Real Sociedad - PitchSide Pro Shop,LocalPress FM - Sunrise Symphony,
302,434500,2024-10-08 14:14:26,1,Content Marketing,"Creating and distributing valuable, relevant content to engage a target audience.",9044,Sporting Gijón - SoccerSphere,,13335
302,434500,2024-10-08 14:14:26,1,Content Marketing,"Creating and distributing valuable, relevant content to engage a target audience.",2776,,CazaPesca Radio - Midnight Mood,
303,217000,2024-09-29 11:37:43,1,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,6411,,,16166
303,217000,2024-09-29 11:37:43,1,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,5063,,,14135
303,217000,2024-09-29 11:37:43,1,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,8088,,Galicia TV - Sports Highlights,
303,217000,2024-09-29 11:37:43,1,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,6995,,,13683
303,217000,2024-09-29 11:37:43,1,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,8852,,CiclismoTV - Late Night Sports,17450
303,217000,2024-09-29 11:37:43,1,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,5449,,NoticiasVision - Feature Report,
303,217000,2024-09-29 11:37:43,1,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,2781,Sevilla - SoccerSphere,CazaPesca Radio - Evening Echoes,
303,217000,2024-09-29 11:37:43,1,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,4651,,,19168
303,217000,2024-09-29 11:37:43,1,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,1437,Amorebieta - NetBound Sports,,
303,217000,2024-09-29 11:37:43,1,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,6601,Rayo Vallecano - GoalLine Gear,HealthWatch TV - Political Digest,15198
303,217000,2024-09-29 11:37:43,1,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,8402,,Aragon Radio - Morning Melodies,21000
303,217000,2024-09-29 11:37:43,1,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,10852,Alcorcón - PitchPerfect Provisions,,
303,217000,2024-09-29 11:37:43,1,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,3760,Athletic Club - CornerKick Collections,PoliticsTalk FM - Midnight Mood,
303,217000,2024-09-29 11:37:43,1,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,8367,,ScienceBeat Radio - Weekend Vibes,14454
304,348500,2022-09-28 10:25:02,1,Product Placement,"Integrating a product or brand within content like movies, TV shows, or video games.",8762,Huesca - TurfTrends Emporium,,17151
304,348500,2022-09-28 10:25:02,1,Product Placement,"Integrating a product or brand within content like movies, TV shows, or video games.",9914,Madrid CFF - TurfTrends Emporium,Catalunya TV - Sports Insight,13949
304,348500,2022-09-28 10:25:02,1,Product Placement,"Integrating a product or brand within content like movies, TV shows, or video games.",8421,,Valencia Radio Activa - Retro Rewind,20395
304,348500,2022-09-28 10:25:02,1,Product Placement,"Integrating a product or brand within content like movies, TV shows, or video games.",4086,Atlético Madrid - KickOff Kits,,15769
304,348500,2022-09-28 10:25:02,1,Product Placement,"Integrating a product or brand within content like movies, TV shows, or video games.",2272,,,17690
304,348500,2022-09-28 10:25:02,1,Product Placement,"Integrating a product or brand within content like movies, TV shows, or video games.",5143,,,18678
304,348500,2022-09-28 10:25:02,1,Product Placement,"Integrating a product or brand within content like movies, TV shows, or video games.",3320,,AtletismoRadio - Sunrise Symphony,19013
304,348500,2022-09-28 10:25:02,1,Product Placement,"Integrating a product or brand within content like movies, TV shows, or video games.",6712,Las Palmas - SoccerSphere,BalonmanoFM - Classic Countdown,
305,362500,2019-05-10 02:50:49,0,Event Sponsorship,Supporting and promoting events in exchange for visibility and branding opportunities.,7548,,Sevilla Sonora - Late Night Jazz,15975
305,362500,2019-05-10 02:50:49,0,Event Sponsorship,Supporting and promoting events in exchange for visibility and branding opportunities.,8865,Real Madrid - TurfTrends Emporium,,15455
305,362500,2019-05-10 02:50:49,0,Event Sponsorship,Supporting and promoting events in exchange for visibility and branding opportunities.,8985,Sporting Huelva - Referee's Choice Sports,GolSports TV - Sports Express,22016
305,362500,2019-05-10 02:50:49,0,Event Sponsorship,Supporting and promoting events in exchange for visibility and branding opportunities.,8424,Valladolid - NetBound Sports,,19646
306,343500,2019-04-01 21:24:02,0,Event Sponsorship,Supporting and promoting events in exchange for visibility and branding opportunities.,2529,Osasuna - CornerKick Collections,BasketWave Radio - Happy Hour Hits,13523
306,343500,2019-04-01 21:24:02,0,Event Sponsorship,Supporting and promoting events in exchange for visibility and branding opportunities.,1947,,Andalucía Waves - Soulful Sessions,20930
306,343500,2019-04-01 21:24:02,0,Event Sponsorship,Supporting and promoting events in exchange for visibility and branding opportunities.,5565,,TechTalk TV - Daily News Recap,18420
306,343500,2019-04-01 21:24:02,0,Event Sponsorship,Supporting and promoting events in exchange for visibility and branding opportunities.,6682,,,
307,49000,2022-08-14 14:33:12,1,Mobile App Ads,"Advertisements within mobile applications, often in the form of banners or interstitials.",5797,Almería - NetBound Sports,CrimeAlert TV - Behind the Headlines,21896
307,49000,2022-08-14 14:33:12,1,Mobile App Ads,"Advertisements within mobile applications, often in the form of banners or interstitials.",3770,Alavés - TurfTrends Emporium,,13402
307,49000,2022-08-14 14:33:12,1,Mobile App Ads,"Advertisements within mobile applications, often in the form of banners or interstitials.",4614,Leganés - NetBound Sports,Asturias Radio - Evening Echoes,15930
307,49000,2022-08-14 14:33:12,1,Mobile App Ads,"Advertisements within mobile applications, often in the form of banners or interstitials.",1850,Leganés - NetBound Sports,MotorRace TV - Health Magazine,18742
307,49000,2022-08-14 14:33:12,1,Mobile App Ads,"Advertisements within mobile applications, often in the form of banners or interstitials.",2564,Villarreal - NetBound Sports,BoxingArena Radio - Classic Countdown,
307,49000,2022-08-14 14:33:12,1,Mobile App Ads,"Advertisements within mobile applications, often in the form of banners or interstitials.",6427,,,
307,49000,2022-08-14 14:33:12,1,Mobile App Ads,"Advertisements within mobile applications, often in the form of banners or interstitials.",2759,Athletic Club - TurfTrends Emporium,BreakingNow FM - Weekend Vibes,
307,49000,2022-08-14 14:33:12,1,Mobile App Ads,"Advertisements within mobile applications, often in the form of banners or interstitials.",2822,,Andalucía Waves - Soulful Sessions,13631
307,49000,2022-08-14 14:33:12,1,Mobile App Ads,"Advertisements within mobile applications, often in the form of banners or interstitials.",7537,,,19760
308,30500,2022-03-03 20:34:56,0,Search Engine Ads,Paid ads displayed on search engine results pages based on keywords.,4157,,,21073
308,30500,2022-03-03 20:34:56,0,Search Engine Ads,Paid ads displayed on search engine results pages based on keywords.,7045,Racing Sant - Striker's Style Outlet,Asturias Vision - Late Night Sports,14629
308,30500,2022-03-03 20:34:56,0,Search Engine Ads,Paid ads displayed on search engine results pages based on keywords.,8642,,DeporteFM - Country Crossroads,20112
309,351000,2021-01-18 03:58:10,1,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",9052,,Navarra Waves - Latin Lounge,
309,351000,2021-01-18 03:58:10,1,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",1953,Girona - Referee's Choice Sports,,18608
309,351000,2021-01-18 03:58:10,1,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",2337,,SocialIssues TV - Current Affairs,15509
309,351000,2021-01-18 03:58:10,1,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",10644,,TechTalk Radio - Retro Rewind,22232
309,351000,2021-01-18 03:58:10,1,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",8074,,EconomyInsights TV - Sports Buzz,18881
309,351000,2021-01-18 03:58:10,1,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",8534,,,12664
309,351000,2021-01-18 03:58:10,1,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",7447,,SportsVision - Sports Insight,14834
309,351000,2021-01-18 03:58:10,1,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",4628,,,15892
309,351000,2021-01-18 03:58:10,1,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",8234,Celta Vigo - Striker's Style Outlet,València Waves - Latin Lounge,
309,351000,2021-01-18 03:58:10,1,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",6043,Málaga - TurfTrends Emporium,Melilla Vision - Sports Highlights,
309,351000,2021-01-18 03:58:10,1,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",3929,Villarreal B - CornerKick Collections,Canarias TV - Magazine Showcase,
309,351000,2021-01-18 03:58:10,1,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",1941,,,19500
309,351000,2021-01-18 03:58:10,1,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",1380,,,17892
309,351000,2021-01-18 03:58:10,1,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",9727,Real Sociedad B - SoccerSphere,,
309,351000,2021-01-18 03:58:10,1,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",2788,Granada - TurfTrends Emporium,,14467
309,351000,2021-01-18 03:58:10,1,Print Ads,"Traditional advertisements in newspapers, magazines, or other printed materials.",8582,,Andalusia News - Investigative Report,18056
310,303500,2021-01-02 19:21:27,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,9061,,,18573
310,303500,2021-01-02 19:21:27,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,8538,,Valencia TV pure - Weekend Magazine,
310,303500,2021-01-02 19:21:27,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,3858,Osasuna - Striker's Style Outlet,Andalusia News - Feature Report,
310,303500,2021-01-02 19:21:27,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,5331,,,
310,303500,2021-01-02 19:21:27,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,3607,,,14808
310,303500,2021-01-02 19:21:27,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,5867,,Navarra Waves - Happy Hour Hits,22024
310,303500,2021-01-02 19:21:27,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,10481,,,
311,184000,2023-02-12 06:23:30,1,Native Advertising,Ads that match the form and function of the platform on which they appear.,7901,Valencia - GoalLine Gear,Andalusia Beats Radio - Sunday Soothing,17762
311,184000,2023-02-12 06:23:30,1,Native Advertising,Ads that match the form and function of the platform on which they appear.,1847,,,14675
311,184000,2023-02-12 06:23:30,1,Native Advertising,Ads that match the form and function of the platform on which they appear.,4263,,BoxingArena Radio - Country Crossroads,19230
311,184000,2023-02-12 06:23:30,1,Native Advertising,Ads that match the form and function of the platform on which they appear.,1512,,SevillaVision - Behind the Headlines,16150
311,184000,2023-02-12 06:23:30,1,Native Advertising,Ads that match the form and function of the platform on which they appear.,9475,Albacete - TurfTrends Emporium,NoticiasVision - Political Digest,
311,184000,2023-02-12 06:23:30,1,Native Advertising,Ads that match the form and function of the platform on which they appear.,7902,,,
311,184000,2023-02-12 06:23:30,1,Native Advertising,Ads that match the form and function of the platform on which they appear.,5502,,,18050
311,184000,2023-02-12 06:23:30,1,Native Advertising,Ads that match the form and function of the platform on which they appear.,3259,Huesca - GoalLine Gear,CrimeAlert TV - Live Sports Update,18162
311,184000,2023-02-12 06:23:30,1,Native Advertising,Ads that match the form and function of the platform on which they appear.,8362,,EsquíExtreme TV - Travel Magazine,15701
311,184000,2023-02-12 06:23:30,1,Native Advertising,Ads that match the form and function of the platform on which they appear.,7061,Eibar - Striker's Style Outlet,,21433
311,184000,2023-02-12 06:23:30,1,Native Advertising,Ads that match the form and function of the platform on which they appear.,4748,,,15954
